C00002972|08042016|71|2|141
C00002972|08052016|41|100|4228
C00002972|08082016|50|69|12230
C00002972|08092016|83|10|800
C00002972|08112016|40|43|1784
C00002972|08122016|40|13|1007
C00002972|08152016|41|44|7448
C00002972|08162016|41|13|1044
C00002972|08172016|250|3|763
C00002972|08182016|214|28|6972
C00002972|08192016|20|31|1347
C00002972|08222016|40|17|2439
C00002972|08232016|500|1|500
C00002972|08242016|375|2|750
C00002972|08252016|20|24|979
C00002972|08262016|40|33|5456
C00002972|08292016|43|47|9477
C00002972|08302016|500|42|14973
C00002972|08312016|38|9|996
C00002972|09012016|41|13|2694
C00002972|09022016|70|22|3692
C00003111|07192016|200|8|3191
C00003111|07212016|100|14|11570
C00003111|07222016|200|3|500
C00003111|07252016|68|1|68
C00003111|07272016|2050|2|4100
C00003111|07282016|150|2|300
C00003111|07292016|8|1|8
C00003111|08012016|500|5|4275
C00003111|08042016|50|5|466
C00003111|08092016|50|3|180
C00003111|08102016|10|5|628
C00003111|08112016|225|2|450
C00003111|08122016|50|1|50
C00003111|08152016|500|1|500
C00003111|08162016|83|3|2293
C00003111|08172016|213|2|425
C00003111|08182016|292|10|4186
C00003111|08192016|500|3|1050
C00003111|08222016|100|3|1150
C00003111|08242016|500|12|25658
C00003111|08292016|75|7|768
C00003111|09012016|6000|1|6000
C00003152|09022016|90|1|90
C00003160|07282016|40|14|1022
C00003160|08262016|40|14|1042
C00003251|07192016|15|3|43
C00003251|07212016|1|13|16
C00003251|07222016|15|59|846
C00003251|07232016|1|5|5
C00003251|07252016|9|28|279
C00003251|07282016|1|10|33
C00003251|07292016|0|1|0
C00003251|07302016|35|246|14190
C00003251|08012016|53|6|355
C00003251|08022016|26|8|209
C00003251|08032016|40|66|3096
C00003251|08042016|3|97|2565
C00003251|08052016|5|49|464
C00003251|08082016|60|1|60
C00003251|08122016|5|43|688
C00003251|08152016|0|1|0
C00003251|08162016|25|1|25
C00003251|08172016|43|8|315
C00003251|08182016|15|133|2595
C00003251|08192016|1|14|28
C00003251|08202016|4|4|19
C00003251|08222016|6|12|80
C00003251|08232016|3|5|45
C00003251|08262016|1|17|44
C00003251|08292016|10|28|292
C00003251|08302016|20|11|271
C00003251|08312016|2|25|99
C00003251|09012016|1|18|19
C00003251|09022016|15|42|632
C00003327|07262016|250|3|1000
C00003327|07292016|46|4|215
C00003327|08042016|250|1|250
C00003327|08182016|250|1|250
C00003327|08192016|50|5|265
C00003327|08242016|500|1|500
C00003418|07192016|75|591|152152
C00003418|07202016|100|467|80846
C00003418|07212016|62|296|126034
C00003418|07222016|100|497|100748
C00003418|07252016|100|1375|642313
C00003418|07262016|100|826|187938
C00003418|07272016|100|491|192182
C00003418|07282016|100|263|193080
C00003418|07292016|100|645|154159
C00003418|08012016|75|1666|244108
C00003418|08022016|100|719|182077
C00003418|08032016|95|1014|304255
C00003418|08042016|100|363|73233
C00003418|08052016|87|634|94957
C00003418|08082016|80|1069|161947
C00003418|08092016|80|1469|297788
C00003418|08102016|50|658|201779
C00003418|08112016|100|344|56634
C00003418|08122016|100|474|69964
C00003418|08152016|100|951|174875
C00003418|08162016|100|803|160813
C00003418|08172016|100|597|129212
C00003418|08182016|100|334|128788
C00003418|08192016|100|614|96966
C00003418|08222016|94|1388|219810
C00003418|08232016|90|1148|173001
C00003418|08242016|100|605|370418
C00003418|08252016|100|444|91565
C00003418|08262016|100|737|238519
C00003418|08292016|100|2285|454308
C00003418|08302016|100|1551|362465
C00003418|08312016|100|860|172778
C00003418|09012016|77|570|79391
C00003418|09022016|60|1143|158194
C00003558|07212016|250|6|2650
C00003558|07252016|250|10|3425
C00003558|07262016|175|2|350
C00003558|07272016|150|1|150
C00003558|07282016|200|10|1816
C00003558|08082016|300|12|4000
C00003558|08092016|200|5|1300
C00003558|08112016|250|1|250
C00003558|08122016|100|1|100
C00003558|08152016|200|1|200
C00003558|08162016|200|3|550
C00003558|08172016|275|2|550
C00003558|08222016|250|3|1350
C00003558|08302016|150|3|700
C00003590|07192016|20|1|20
C00003590|07212016|20|9|375
C00003590|07222016|14|24|378
C00003590|07262016|14|24|369
C00003590|07292016|26|11|384
C00003590|07302016|20|1|20
C00003590|07312016|20|404|9283
C00003590|08032016|40|1|40
C00003590|08052016|38|6|275
C00003590|08092016|14|25|409
C00003590|08112016|168|3|593
C00003590|08152016|20|327|7724
C00003590|08162016|75|2|150
C00003590|08192016|40|7|304
C00003590|08222016|20|10|185
C00003590|08252016|14|22|350
C00003590|08262016|18|6|105
C00003590|08302016|40|2|80
C00003590|08312016|20|414|9760
C00003632|07192016|107|34|2990
C00003632|07202016|69|30|1925
C00003632|07222016|47|45|2289
C00003632|07252016|48|6|301
C00003632|07272016|64|11|671
C00003632|07292016|73|9|674
C00003632|08012016|114|1|114
C00003632|08052016|50|51|3314
C00003632|08102016|100|38|4256
C00003632|08152016|125|5|575
C00003632|08162016|82|45|3619
C00003632|08182016|58|18|1011
C00003632|08192016|55|57|3391
C00003632|08232016|55|21|1326
C00003632|08242016|62|6|385
C00003632|08292016|56|20|1257
C00003632|08302016|73|4|247
C00003632|08312016|57|7|635
C00003632|09012016|114|1|114
C00003632|09022016|49|52|3377
C00003764|07202016|365|1|365
C00003764|07252016|925|2|1850
C00003764|07262016|1000|1|1000
C00003764|07272016|500|5|4081
C00003764|08032016|450|4|2150
C00003764|08112016|2500|1|2500
C00003764|08152016|1000|1|1000
C00003764|08232016|500|17|7150
C00003764|08242016|400|28|15374
C00003764|08252016|425|2|850
C00003764|08262016|1375|2|2750
C00003764|08292016|139|4|554
C00003764|08312016|250|4|1515
C00003806|07292016|50|1|50
C00003806|08112016|100|1|100
C00003806|09012016|105|6|810
C00003855|07192016|5000|1|5000
C00003855|07212016|1000|1|1000
C00003855|07252016|625|1|625
C00003855|07272016|125|5|611
C00003855|07282016|1500|1|1500
C00003855|08022016|750|2|1500
C00003855|08082016|1000|5|4000
C00003855|08102016|1000|1|1000
C00003855|08112016|375|1|375
C00003855|08232016|938|2|1875
C00003855|08242016|125|5|611
C00003855|08292016|375|4|2375
C00003863|08012016|30|4|117
C00003863|09012016|29|6|161
C00003970|08312016|250|1|250
C00003988|07222016|100|6|3140
C00003988|07292016|100|1|100
C00003988|08022016|50|12|10680
C00003988|08092016|2000|1|2000
C00003988|08102016|500|1|500
C00003988|08162016|500|11|5268
C00003988|08222016|250|10|8840
C00003988|08242016|1500|3|12500
C00003988|08262016|1500|5|14550
C00003988|09012016|10000|1|10000
C00004036|07192016|40|2|80
C00004036|07262016|50|155|8846
C00004036|07282016|35|8|390
C00004036|08012016|55|2|110
C00004036|08022016|24|3|77
C00004036|08052016|40|7|291
C00004036|08192016|18|8|195
C00004036|08232016|50|98|5454
C00004036|08252016|35|47|2013
C00004036|08262016|35|6|225
C00004036|08302016|100|32|2302
C00004036|09022016|36|12|431
C00004101|07192016|1500|1|1500
C00004101|07262016|275|1|275
C00004101|07292016|750|2|1500
C00004101|08012016|1000|1|1000
C00004101|08092016|2500|1|2500
C00004101|08102016|1000|1|1000
C00004275|07212016|1000|1|1000
C00004275|07222016|250|8|2800
C00004275|07262016|375|2|750
C00004275|07292016|83|1|83
C00004275|07312016|84|46|3540
C00004275|08012016|375|4|2000
C00004275|08022016|40|1|40
C00004275|08032016|375|2|750
C00004275|08052016|15|1|15
C00004275|08092016|312|2|624
C00004275|08122016|500|1|500
C00004275|08192016|250|1|250
C00004275|08302016|83|4|506
C00004275|08312016|84|46|3540
C00004325|07192016|78|1|78
C00004325|07202016|153|2|306
C00004325|07212016|235|1|235
C00004325|07222016|126|1|126
C00004325|07252016|232|1|232
C00004325|07262016|70|1|70
C00004325|07272016|171|2|341
C00004325|07282016|217|2|433
C00004325|07292016|216|1|216
C00004325|07312016|42|55|2149
C00004325|08012016|67|1|67
C00004325|08022016|209|1|209
C00004325|08032016|77|1|77
C00004325|08052016|525|1|525
C00004325|08092016|46|1|46
C00004325|08102016|228|1|228
C00004325|08112016|252|3|762
C00004325|08152016|140|1|140
C00004325|08162016|184|2|367
C00004325|08172016|147|3|503
C00004325|08182016|110|2|220
C00004325|08222016|136|3|798
C00004325|08242016|162|1|162
C00004325|08252016|302|1|302
C00004325|08312016|52|59|3187
C00004325|09012016|2|1|2
C00004473|07202016|450|1|450
C00004473|07312016|40|20|848
C00004473|08012016|365|12|4650
C00004473|08172016|250|13|3480
C00004473|08222016|500|1|500
C00004473|08302016|250|1|250
C00004473|08312016|40|21|1368
C00004606|07192016|550|2|1100
C00004606|07252016|300|5|6500
C00004812|07192016|32|18|1197
C00004812|07202016|28|12|1016
C00004812|07222016|104|5|351
C00004812|07242016|458|2|916
C00004812|07262016|25|52|2115
C00004812|07272016|250|35|11181
C00004812|07282016|188|4|1687
C00004812|07292016|47|17|2400
C00004812|07302016|125|2|250
C00004812|08012016|1000|1|1000
C00004812|08022016|104|6|574
C00004812|08032016|25|7|265
C00004812|08042016|500|1|500
C00004812|08062016|36|2|71
C00004812|08072016|500|1|500
C00004812|08092016|33|36|4213
C00004812|08102016|41|23|3005
C00004812|08112016|1000|1|1000
C00004812|08122016|83|1|83
C00004812|08132016|250|1|250
C00004812|08142016|1458|2|2916
C00004812|08152016|45|16|1150
C00004812|08162016|28|8|539
C00004812|08172016|25|30|3313
C00004812|08182016|750|2|1500
C00004812|08192016|1250|3|6666
C00004812|08202016|250|2|500
C00004812|08222016|1000|1|1000
C00004812|08232016|100|3|245
C00004812|08242016|458|2|916
C00004812|08252016|1000|1|1000
C00004812|08262016|104|7|678
C00004812|08292016|250|4|1750
C00004812|08302016|500|3|1750
C00004812|08312016|28|60|2888
C00004812|09012016|250|3|5375
C00004812|09022016|729|2|1458
C00004861|07192016|10|3|30
C00004861|07252016|20|69|1813
C00004861|08012016|10|4|60
C00004861|08022016|50|1|50
C00004861|08042016|20|65|1716
C00004861|08052016|24|8|206
C00004861|08122016|10|3|30
C00004861|08162016|50|2|100
C00004861|08222016|10|3|30
C00004861|08232016|20|67|1740
C00004861|08262016|28|1|28
C00004861|08292016|10|3|30
C00004879|07202016|500|1|500
C00004879|07212016|300|1|300
C00004879|07302016|60|3|186
C00004879|08052016|1000|1|1000
C00004879|08152016|60|3|186
C00004879|08162016|1000|1|1000
C00004879|08262016|500|1|500
C00004879|08292016|250|2|500
C00004879|08312016|60|3|186
C00004879|09012016|250|1|250
C00004994|07212016|250|9|4000
C00004994|08122016|250|3|1291
C00004994|08312016|150|25|4720
C00005132|07252016|500|2|1000
C00005132|07282016|500|1|500
C00005157|07272016|60|44|2707
C00005157|08012016|43|4|310
C00005157|08152016|20|9|220
C00005157|08232016|60|39|2551
C00005157|09012016|43|4|310
C00005173|07192016|1925|3|5000
C00005173|08012016|300|1|300
C00005173|08142016|250|1|250
C00005249|07202016|62|11|906
C00005249|07212016|200|1|200
C00005249|07222016|200|7|2750
C00005249|07252016|46|10|1910
C00005249|07262016|225|2|450
C00005249|07272016|2500|3|6500
C00005249|07282016|275|2|550
C00005249|07292016|375|1|375
C00005249|08012016|25|7|380
C00005249|08042016|1000|2|2000
C00005249|08052016|400|1|400
C00005249|08082016|500|1|500
C00005249|08102016|45|113|7694
C00005249|08122016|120|1|120
C00005249|08152016|-40|1|-40
C00005249|08172016|33|8|484
C00005249|08192016|300|1|300
C00005249|08202016|46|4|344
C00005249|08242016|275|2|550
C00005249|08252016|100|1|100
C00005249|08262016|25|7|384
C00005249|08292016|500|1|500
C00005249|09012016|275|2|550
C00005249|09022016|500|2|1000
C00005561|07192016|85|1|85
C00005561|07202016|85|2|170
C00005561|07222016|500|1|500
C00005561|08082016|100|1|100
C00005561|08112016|600|1|600
C00005561|08162016|900|1|900
C00005561|08172016|5|1|5
C00005561|08192016|85|1|85
C00005561|08222016|85|2|170
C00005660|07222016|1000|10|8250
C00005660|08022016|500|9|5000
C00005660|08052016|500|1|500
C00005660|08112016|1000|1|1000
C00005660|08192016|438|6|3500
C00005660|08262016|313|6|2625
C00005785|07212016|200|5|1025
C00005785|07302016|250|3|800
C00005926|07252016|250|1|250
C00005926|07292016|250|11|9360
C00005926|08062016|250|1|250
C00005926|08072016|5000|1|5000
C00005926|08092016|250|1|250
C00005926|08102016|625|2|1250
C00005926|08112016|2500|1|2500
C00005926|08122016|250|3|650
C00005926|08142016|250|2|500
C00005926|08152016|200|14|2975
C00005926|08162016|250|3|750
C00005926|08222016|250|8|2450
C00005926|08252016|100|1|100
C00005926|08302016|250|4|850
C00005926|09012016|500|1|500
C00006080|07192016|300|1|300
C00006080|07242016|500|1|500
C00006080|07252016|1000|1|1000
C00006080|07262016|104|8|1138
C00006080|07272016|250|1|250
C00006080|07292016|1250|1|1250
C00006080|08012016|375|2|750
C00006080|08022016|875|2|1750
C00006080|08032016|300|3|2925
C00006080|08052016|500|5|6375
C00006080|08082016|937|5|4037
C00006080|08102016|5000|1|5000
C00006080|08112016|250|2|500
C00006080|08122016|834|6|6542
C00006080|08152016|1500|4|5687
C00006080|08172016|2500|1|2500
C00006080|08192016|5000|1|5000
C00006080|08222016|100|14|2838
C00006080|08242016|1000|1|1000
C00006080|08252016|1250|2|2500
C00006080|08262016|2500|1|2500
C00006080|08302016|137|1|137
C00006080|09012016|375|2|750
C00006486|07212016|100|1|100
C00006486|08052016|250|13|7230
C00006486|08112016|313|4|3200
C00006486|08192016|400|14|6953
C00006486|08262016|500|10|15045
C00006486|08302016|393|8|3589
C00007070|07312016|83|73|8363
C00007070|08312016|83|77|10527
C00007450|07232016|125|1|125
C00007450|07292016|50|26|3692
C00007450|08052016|42|1|42
C00007450|08172016|1000|1|1000
C00007450|08232016|125|1|125
C00007450|08242016|50|25|2692
C00007542|07272016|100|46|4775
C00007542|08012016|400|1|400
C00007542|08042016|50|4|425
C00007542|08072016|350|166|56800
C00007542|08082016|350|40|12900
C00007542|08092016|350|17|5450
C00007542|08102016|300|7|2050
C00007542|08112016|50|5|800
C00007542|08242016|100|48|4725
C00007658|07192016|299|7|3355
C00007658|07202016|500|6|3470
C00007658|07212016|350|6|6475
C00007658|07222016|600|2|1200
C00007658|07232016|25|1|25
C00007658|07242016|299|1|299
C00007658|07252016|100|3|449
C00007658|07262016|10|4|293
C00007658|07282016|400|1|400
C00007658|07292016|263|1|263
C00007658|07312016|615|1|615
C00007658|08012016|100|1|100
C00007658|08042016|50|5|200
C00007658|08102016|133|2|265
C00007658|08112016|100|1|100
C00007658|08142016|10|1|10
C00007658|08152016|193|2|385
C00007658|08172016|83|4|445
C00007658|08182016|135|8|1956
C00007658|08192016|278|4|1440
C00007658|08202016|125|1|125
C00007658|08212016|379|1|379
C00007658|08222016|40|1|40
C00007658|08232016|125|5|2125
C00007658|08242016|208|2|415
C00007658|08252016|100|1|100
C00007658|08262016|201|7|2086
C00007658|08282016|198|2|395
C00007658|08292016|210|2|420
C00007658|08302016|300|7|1872
C00007658|08312016|394|18|8765
C00007658|09012016|365|12|5455
C00007658|09022016|263|3|862
C00007880|07192016|10|40|500
C00007880|07202016|20|26|682
C00007880|07212016|20|48|1264
C00007880|07222016|30|84|6717
C00007880|07252016|21|36|1266
C00007880|07262016|22|42|1326
C00007880|07272016|21|38|1156
C00007880|07282016|30|62|3346
C00007880|07292016|24|60|5695
C00007880|08012016|12|15|222
C00007880|08022016|21|61|2277
C00007880|08032016|22|48|4376
C00007880|08042016|20|40|1449
C00007880|08052016|27|90|4620
C00007880|08082016|21|50|1632
C00007880|08092016|20|15|320
C00007880|08102016|14|50|957
C00007880|08112016|26|29|950
C00007880|08122016|15|72|1982
C00007880|08152016|23|32|1533
C00007880|08162016|20|32|1648
C00007880|08172016|15|21|431
C00007880|08182016|25|108|9208
C00007880|08192016|27|86|4227
C00007880|08222016|21|18|361
C00007880|08232016|16|29|971
C00007880|08242016|17|35|946
C00007880|08252016|20|75|2414
C00007880|08262016|14|51|1337
C00007880|08292016|20|60|3727
C00007880|08302016|15|20|386
C00007880|08312016|20|60|3074
C00007880|09012016|25|15|1309
C00007880|09022016|22|97|5712
C00007898|07192016|40|2|79
C00007898|07272016|100|225|29182
C00007898|07282016|30|1|30
C00007898|08102016|45|20|1072
C00007898|08172016|40|3|81
C00007898|08292016|55|10|651
C00007922|07192016|66|41|3106
C00007922|07202016|65|12|863
C00007922|07212016|80|14|1069
C00007922|07222016|50|9|620
C00007922|07252016|78|27|2108
C00007922|07262016|78|103|8771
C00007922|07282016|78|5|404
C00007922|07292016|97|95|9805
C00007922|08022016|72|42|2960
C00007922|08052016|76|3|238
C00007922|08082016|98|5|461
C00007922|08092016|50|1|50
C00007922|08102016|89|4|356
C00007922|08122016|93|63|5935
C00007922|08152016|53|29|1657
C00007922|08162016|71|5|368
C00007922|08182016|73|17|1409
C00007922|08192016|40|6|283
C00007922|08222016|112|24|2988
C00007922|08232016|70|28|2414
