C00000059|07312016|40|33|2464
C00000059|08312016|40|34|2441
C00000422|07192016|166|1|166
C00000422|07212016|41|104|4810
C00000422|07222016|500|5|2500
C00000422|07232016|83|109|8798
C00000422|07252016|208|32|6427
C00000422|07272016|166|1|166
C00000422|07292016|500|4|1526
C00000422|07312016|2500|1|2500
C00000422|08012016|291|2|582
C00000422|08042016|291|1|291
C00000422|08052016|500|3|5750
C00000422|08082016|416|1|416
C00000422|08102016|83|1|83
C00000422|08112016|500|5|3291
C00000422|08142016|500|1|500
C00000422|08152016|41|1|41
C00000422|08212016|41|105|4427
C00000422|08232016|83|112|9254
C00000422|08252016|208|38|9102
C00000422|08312016|100|3|626
C00000638|08262016|365|1|365
C00000729|07252016|71|1|71
C00000729|07272016|100|1|100
C00000729|07302016|181|2|361
C00000729|08032016|750|4|2833
C00000729|08052016|375|2|750
C00000729|08062016|250|1|250
C00000729|08072016|100|9|1246
C00000729|08082016|166|3|541
C00000729|08162016|1000|1|1000
C00000729|08172016|250|1|250
C00000729|08182016|100|1|100
C00000729|08222016|71|1|71
C00000729|08252016|250|1|250
C00000729|08262016|750|6|4500
C00000729|08282016|500|15|8450
C00000729|08292016|250|3|1350
C00000729|09012016|500|14|8500
C00000729|09022016|250|1|250
C00000885|07222016|8|292|2313
C00000885|07262016|50|134|8692
C00000885|08182016|8|52|689
C00000885|08252016|7|252|1326
C00000901|07192016|250|1|250
C00000901|07202016|500|15|9751
C00000901|07212016|250|15|13385
C00000901|07222016|38|44|11985
C00000901|07232016|813|2|1625
C00000901|07252016|875|18|33170
C00000901|07282016|250|1|250
C00000901|07292016|250|21|10118
C00000901|08022016|1000|38|45970
C00000901|08032016|250|14|10500
C00000901|08042016|1666|26|41153
C00000901|08052016|96|66|23670
C00000901|08062016|250|25|6740
C00000901|08072016|250|47|15375
C00000901|08082016|250|47|13875
C00000901|08092016|250|1|250
C00000901|08102016|250|24|6375
C00000901|08122016|250|2|500
C00000901|08132016|250|4|1000
C00000901|08152016|250|2|500
C00000901|08172016|308|24|8445
C00000901|08182016|568|18|11120
C00000901|08192016|96|55|11540
C00000901|08202016|250|3|750
C00000901|08222016|250|1|250
C00000901|08232016|365|1|365
C00000901|08242016|625|2|1250
C00000901|08262016|308|24|11250
C00000901|08272016|250|4|1000
C00000901|08282016|250|1|250
C00000901|08302016|20|19|380
C00000901|08312016|33|16|4820
C00000901|09012016|365|1|365
C00000901|09022016|38|36|2180
C00000935|07192016|100|398|132710
C00000935|07202016|25|571|44023
C00000935|07212016|50|423|148126
C00000935|07222016|102|88|68562
C00000935|07242016|25|87|4864
C00000935|07252016|100|283|60863
C00000935|07262016|50|480|110374
C00000935|07272016|100|432|66782
C00000935|07282016|100|178|34713
C00000935|07292016|110|1010|211754
C00000935|07302016|50|3|375
C00000935|07312016|35|154|119783
C00000935|08012016|25|248|13432
C00000935|08022016|20|213|44460
C00000935|08032016|25|207|18120
C00000935|08042016|53|468|63454
C00000935|08052016|100|86|50378
C00000935|08062016|750|2|1500
C00000935|08072016|23|93|3876
C00000935|08082016|25|902|111619
C00000935|08092016|75|817|110266
C00000935|08102016|100|662|129155
C00000935|08112016|100|389|64664
C00000935|08122016|100|183|119999
C00000935|08132016|500|1|500
C00000935|08142016|15|132|4302
C00000935|08152016|100|394|107546
C00000935|08162016|85|757|142476
C00000935|08172016|70|402|67475
C00000935|08182016|80|412|73390
C00000935|08192016|100|153|33399
C00000935|08202016|1000|1|1000
C00000935|08212016|25|122|7256
C00000935|08222016|100|396|107904
C00000935|08232016|85|761|193794
C00000935|08242016|40|588|154800
C00000935|08252016|100|303|110367
C00000935|08262016|100|198|44994
C00000935|08272016|1000|1|1000
C00000935|08282016|25|203|9193
C00000935|08292016|100|373|193053
C00000935|08302016|75|596|149750
C00000935|08312016|100|741|413426
C00000935|09012016|26|115|30243
C00000935|09022016|250|38|38241
C00000984|07282016|38|8|418
C00000984|07292016|5000|1|5000
C00000984|08112016|38|8|418
C00000984|08252016|38|8|418
C00001016|07192016|91|209|22159
C00001016|07212016|86|43|4101
C00001016|07262016|57|10|617
C00001016|08022016|37|15|606
C00001016|08082016|105|339|38613
C00001016|08092016|80|179|14232
C00001016|08162016|94|230|21381
C00001016|08192016|94|112|11599
C00001016|08232016|70|14|900
C00001016|08302016|121|180|29315
C00001180|08142016|150|1|150
C00001198|07192016|250|1|250
C00001198|07232016|38|9|445
C00001198|07242016|500|1|500
C00001198|07262016|2000|1|2000
C00001198|07282016|5000|1|5000
C00001198|08032016|2625|2|5250
C00001198|08062016|38|7|388
C00001198|08102016|29|2|57
C00001198|08112016|1000|1|1000
C00001198|08122016|250|1|250
C00001198|08152016|5000|1|5000
C00001198|08162016|5000|1|5000
C00001198|08172016|750|4|7000
C00001198|08202016|38|7|388
C00001198|08242016|500|12|19307
C00001198|08272016|500|1|500
C00001214|08152016|300|1|300
C00001214|08172016|416|3|1249
C00001214|08262016|300|1|300
C00001214|08302016|300|1|300
C00001305|07202016|112|2|224
C00001305|07262016|375|2|750
C00001305|07272016|300|2|600
C00001305|08022016|125|6|800
C00001305|08032016|200|5|900
C00001305|08042016|250|3|1325
C00001305|08082016|570|2|1140
C00001305|08092016|500|5|2625
C00001305|08102016|25|3|100
C00001305|08112016|745|6|11589
C00001305|08122016|289|4|2476
C00001305|08152016|500|7|2670
C00001305|08162016|313|4|1650
C00001305|08172016|250|1|250
C00001305|08222016|5075|2|10150
C00001305|08232016|250|11|3130
C00001305|08242016|200|1|200
C00001305|08302016|210|8|2340
C00001305|08312016|1000|1|1000
C00001305|09012016|330|1|330
C00001313|07212016|5175|2|10350
C00001313|07262016|20|1|20
C00001313|07272016|750|2|1500
C00001313|08012016|40|2|80
C00001313|08082016|185|2|370
C00001313|08112016|63|6|400
C00001313|08152016|46|4|5102
C00001313|08222016|65|4|390
C00001313|08232016|100|9|1210
C00001313|08252016|88|8|965
C00001313|08292016|63|15|2003
C00001313|08312016|23|2|45
C00001388|07212016|55|46|5014
C00001388|07262016|82|39|3482
C00001388|07282016|56|38|3552
C00001388|08042016|50|33|2554
C00001388|08232016|82|34|2887
C00001388|08312016|50|40|3582
C00001636|07202016|30|147|5721
C00001636|08202016|30|97|3863
C00001727|07272016|500|1|500
C00001727|08112016|500|1|500
C00001917|07192016|50|2|100
C00001917|07202016|110|2|220
C00001917|07222016|10|3|120
C00001917|07242016|20|2|40
C00001917|07252016|15|2|30
C00001917|07292016|100|1|100
C00001917|08012016|55|1|55
C00001917|08022016|25|1|25
C00001917|08042016|50|1|50
C00001917|08102016|113|4|425
C00001917|08132016|50|1|50
C00001917|08142016|25|1|25
C00001917|08152016|18|2|35
C00001917|08162016|20|3|140
C00001917|08172016|40|1|40
C00001917|08192016|38|2|75
C00001917|08202016|20|1|20
C00001917|08222016|10|3|120
C00001917|08232016|125|2|250
C00001917|08242016|20|3|50
C00001917|08252016|20|1|20
C00001917|08292016|100|1|100
C00001917|09012016|55|1|55
C00001917|09022016|200|1|200
C00002089|07192016|40|11|652
C00002089|07202016|40|32|1304
C00002089|07212016|50|101|5268
C00002089|07222016|40|18|649
C00002089|07252016|80|1|80
C00002089|07262016|30|34|1355
C00002089|07272016|40|23|1063
C00002089|07282016|40|150|6292
C00002089|07292016|40|9|365
C00002089|08012016|23|6|151
C00002089|08022016|30|4|140
C00002089|08032016|60|7|295
C00002089|08042016|40|671|27419
C00002089|08052016|40|1|40
C00002089|08082016|40|15|844
C00002089|08092016|15|8|152
C00002089|08102016|100|1|100
C00002089|08112016|44|6|252
C00002089|08122016|35|10|312
C00002089|08152016|13|6|127
C00002089|08182016|44|112|5572
C00002089|08192016|40|73|3157
C00002089|08222016|30|16|493
C00002089|08232016|40|25|887
C00002089|08242016|34|42|1602
C00002089|08252016|40|7|265
C00002089|08262016|40|5|150
C00002089|08292016|40|8|365
C00002089|08302016|88|11|908
C00002089|08312016|50|170|8774
C00002089|09012016|20|5|99
C00002089|09022016|30|7|174
C00002238|08162016|250|1|250
C00002261|08022016|600|1|600
C00002261|08032016|42|10|866
C00002261|08052016|400|1|400
C00002261|08152016|2000|1|2000
C00002261|08192016|42|11|3866
C00002261|08232016|500|1|500
C00002261|08292016|400|1|400
C00002469|07192016|375|8|4090
C00002469|07272016|40|51|2270
C00002469|07282016|325|2|650
C00002469|07312016|83|685|55885
C00002469|08012016|250|3|750
C00002469|08032016|35|6|1200
C00002469|08052016|450|1|450
C00002469|08112016|225|5|1328
C00002469|08122016|20|1|20
C00002469|08152016|25|9|460
C00002469|08162016|35|5|308
C00002469|08172016|425|9|3725
C00002469|08222016|20|3|140
C00002469|08232016|100|5|594
C00002469|08242016|115|1|115
C00002469|08262016|750|1|750
C00002469|08292016|100|6|770
C00002469|08312016|79|724|53264
C00002469|09012016|200|1|200
C00002766|07192016|44|19|970
C00002766|07212016|23|44|1289
C00002766|07252016|80|7|486
C00002766|07282016|50|29|1496
C00002766|07292016|10|11|205
C00002766|08012016|24|32|1855
C00002766|08022016|50|36|1879
C00002766|08032016|25|136|4555
C00002766|08042016|44|24|1403
C00002766|08052016|34|22|954
C00002766|08082016|20|89|2215
C00002766|08122016|54|6|320
C00002766|08152016|25|37|1028
C00002766|08162016|30|24|834
C00002766|08182016|11|30|528
C00002766|08192016|25|27|1085
C00002766|08222016|87|3|314
C00002766|08262016|34|3|98
C00002766|08292016|25|113|3513
C00002766|08302016|10|11|205
C00002766|08312016|24|16|450
C00002766|09012016|25|24|928
C00002766|09022016|23|41|910
C00002790|07312016|90|5|446
C00002790|08312016|90|5|446
C00002832|07292016|100|31|2850
C00002832|08122016|50|10|435
C00002832|08232016|50|20|940
C00002832|08242016|20|65|1535
C00002832|08312016|20|117|2880
C00002840|07252016|300|1|300
C00002840|07262016|31|15|471
C00002840|07282016|73|8|588
C00002840|08082016|300|4|1500
C00002840|08092016|300|2|600
C00002840|08152016|316|6|2262
C00002840|08162016|300|1|300
C00002840|08172016|75|10|1075
C00002840|08182016|83|6|376
C00002840|08222016|300|12|3324
C00002840|08232016|300|7|2100
C00002840|08242016|300|9|2700
C00002840|08292016|300|10|2318
C00002840|08312016|300|15|3232
C00002840|09012016|300|13|2930
C00002840|09022016|75|15|1937
C00002881|07222016|20|37|1156
C00002881|07282016|500|1|500
C00002881|07292016|10|5|70
C00002881|08042016|10|4|50
C00002881|08052016|25|33|1106
C00002881|08112016|1250|1|1250
C00002881|08122016|10|5|70
C00002881|08152016|2500|1|2500
C00002881|08192016|20|38|1156
C00002881|08262016|10|5|70
C00002881|08312016|1750|2|3500
C00002881|09022016|20|39|1883
C00002972|07192016|41|5|187
C00002972|07202016|368|4|1470
C00002972|07212016|41|96|8418
C00002972|07222016|275|8|2125
C00002972|07252016|51|20|4588
C00002972|07262016|24|1|24
C00002972|07272016|32|18|987
C00002972|07282016|19|10|256
C00002972|07292016|50|68|7422
C00002972|07312016|40|16|627
C00002972|08012016|42|30|1960
C00002972|08022016|19|38|3349
C00002972|08032016|20|18|924
